priority,junction_name,police_station,window,shift,busiest_dow,violations,capturable_viol,cum_located_%,cum_captured_%,corridor,cells,lat,lon
34,No Junction,K.R. Pura,23:00-02:00,D Night (20-24),Sunday,1329,433.29999999999995,46.58267095939505,13.560089522718991,False,1,13.00819718081264,77.69575761211438
35,No Junction,Malleshwaram,07:00-10:00,A Morning (06-11),Sunday,1499,423.5,47.1399573205642,13.717535002342164,False,2,13.008134337162168,77.57083462815282
36,No Junction,Malleshwaram,08:00-11:00,A Morning (06-11),Sunday,1281,389.2,47.61619736636653,13.86222869931817,False,1,13.0119931088993,77.55237483185012
37,BTP008 - Navarang Theatre,Malleshwaram,08:00-11:00,A Morning (06-11),Sunday,1234,366.79999999999995,48.074964123993425,13.998594701504189,False,4,12.998750146307488,77.55344492097447
38,BTP104 - Medical College Circle,City Market,11:00-14:00,B Midday (11-16),Friday,1552,365.4,48.651954405871024,14.134440222765834,False,3,12.959398667614003,77.5759477565423
39,BTP205 - Modi Hospital Junction,Vijayanagara,08:00-11:00,A Morning (06-11),Thursday,1392,361.2,49.169461153534435,14.268724301254357,False,5,12.99759246557893,77.5457274921995
40,BTP069 - MC Circle,Vijayanagara,03:00-06:00,E Late-night (00-06),Wednesday,1313,359.79999999999995,49.657597906179596,14.402487898818508,False,5,12.97468967027695,77.54774312999743
41,"BTP182 - 19th Main Junction, Rajajinagar",Rajajinagar,06:00-09:00,A Morning (06-11),Wednesday,1002,358.3999999999999,50.03011353919593,14.535731015458284,False,5,12.996828168064138,77.55132526299884
42,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar,03:00-06:00,E Late-night (00-06),Thursday,770,352.79999999999995,50.316378047601695,14.666892208400565,False,7,12.990306604613528,77.55403998569378
43,No Junction,Malleshwaram,09:00-12:00,A Morning (06-11),Sunday,862,351.3999999999999,50.63684558818062,14.797532920418469,False,1,13.010897776566123,77.55457350174014
44,BTP108 - Tagore Park Junction,Basavanagudi,10:00-13:00,A Morning (06-11),Sunday,1572,345.09999999999997,51.22127131183499,14.925831468276687,False,6,12.944035671205901,77.57170866034767
45,No Junction,Electronic City,12:00-15:00,B Midday (11-16),Sunday,693,340.9,51.478909369400185,15.052568573361787,False,1,12.841880731313132,77.6460281948052
46,No Junction,Yelahanka,01:00-04:00,E Late-night (00-06),Wednesday,550,333.9,51.68338401826145,15.176703273825016,False,1,13.097060442909092,77.5995457629091
47,No Junction,Kodigehalli,10:00-13:00,A Morning (06-11),Monday,745,320.6,51.96035422444625,15.295893405506689,False,1,13.07034615704698,77.58775438053692
48,BTP063 - Siddalingaiah Circle,Cubbon Park,09:00-12:00,A Morning (06-11),Thursday,1055,317.79999999999995,52.35257377817103,15.414042575339618,False,6,12.971552282065325,77.59504290183061
49,No Junction,Jeevanbheemanagar,06:00-09:00,A Morning (06-11),Thursday,1191,314.29999999999995,52.795354335977876,15.53089054286161,False,2,12.97171684769571,77.6581095527209
50,"BTP022 - Marenahalli Junction, Vijayanagar",Vijayanagara,09:00-12:00,A Morning (06-11),Thursday,1108,312.9,53.2072778104111,15.647218029459225,False,4,12.96888517384595,77.53661319404338
51,No Junction,Malleshwaram,09:00-12:00,A Morning (06-11),Sunday,1009,297.5,53.582395848049316,15.757820225888725,False,1,13.012301875421208,77.55388459365709
52,BTP048 - Shanthala Junction,Chamarajpet,05:00-08:00,E Late-night (00-06),Saturday,1530,297.5,54.15120714397246,15.868422422318226,False,6,12.97637011559492,77.57088965377743
53,No Junction,HAL Old Airport,02:00-05:00,E Late-night (00-06),Thursday,536,296.09999999999997,54.35047698358998,15.978504137823352,False,1,12.949962055908076,77.69972926813232
54,No Junction,HAL Old Airport,03:00-06:00,E Late-night (00-06),Wednesday,1010,290.5,54.72596679331703,16.086503929630982,False,1,12.964838045346534,77.71816401722772
55,No Junction,Shivajinagar,10:00-13:00,A Morning (06-11),Monday,794,289.79999999999995,55.02115383185492,16.19424348097643,False,1,12.983091325440808,77.61058810302266
56,No Junction,HSR Layout,12:00-15:00,B Midday (11-16),Sunday,654,284.2,55.264292777955404,16.299901108624372,False,2,12.912831598521947,77.6353173374143
57,No Junction,HAL Old Airport,06:00-09:00,A Morning (06-11),Tuesday,573,281.4,55.47731818485996,16.40451777442357,False,1,12.930097128061242,77.68522055063868
58,BTP172 - Nanjappa Circle,Ashok Nagar,04:00-07:00,E Late-night (00-06),Wednesday,711,273.0,55.74164814002424,16.506011554676526,False,2,12.961158844471626,77.60029251957252
59,BTP010 - Rajajinagar Entrance,Magadi Road,10:00-13:00,A Morning (06-11),Sunday,909,268.09999999999997,56.07958896877858,16.60568365169417,False,7,12.982521420193978,77.56047404353558
60,No Junction,Electronic City,12:00-15:00,B Midday (11-16),Sunday,453,266.7,56.24800172502249,16.704835267787438,False,1,12.841623384988962,77.64745467350994
61,"BTP095 - Satellite Bus Stand, Mysore Road",Byatarayanapura,09:00-12:00,A Morning (06-11),Thursday,965,265.3,56.606761790751804,16.803466402956335,False,2,12.953762223741428,77.54318442656002
62,No Junction,Shivajinagar,09:00-12:00,A Morning (06-11),Sunday,538,264.59999999999997,56.806775174547,16.901837297663043,False,2,12.979874284738633,77.6138555534834
63,BTP061 - Bhashyam Circle,Rajajinagar,07:00-10:00,A Morning (06-11),Thursday,947,261.09999999999997,57.1588433426772,16.998906990058817,False,5,12.985321755077944,77.5541351730386
64,No Junction,HAL Old Airport,03:00-06:00,E Late-night (00-06),Tuesday,705,259.7,57.42094266530846,17.095456201530215,False,1,12.935098872401545,77.69035502177482
65,No Junction,Malleshwaram,08:00-11:00,A Morning (06-11),Wednesday,965,258.3,57.779702731037766,17.19148493207724,False,1,13.00886433253886,77.55499791968913
66,BTP208 - Havanur Circle,Vijayanagara,09:00-12:00,A Morning (06-11),Wednesday,782,257.59999999999997,58.0704285045096,17.28725342216208,False,5,12.988089039938984,77.53766848071972
67,No Junction,Kodigehalli,09:00-12:00,A Morning (06-11),Monday,611,250.60000000000002,58.29758125079002,17.380419507625046,False,1,13.070294411620296,77.58728929099836
68,No Junction,Shivajinagar,09:00-12:00,A Morning (06-11),Sunday,676,243.6,58.54889918284495,17.470983188466143,False,1,12.982336977366865,77.61212267011835
69,No Junction,HAL Old Airport,06:00-09:00,A Morning (06-11),Thursday,569,242.20000000000002,58.76043750139415,17.561026388382867,False,1,12.932508702503103,77.68823422758558
70,No Junction,Shivajinagar,08:00-11:00,A Morning (06-11),Saturday,531,240.79999999999998,58.95784848056748,17.650549107375216,False,1,12.983465546516008,77.6091907606403
71,BTP135 - UCO Bank Junction,Adugodi,10:00-13:00,A Morning (06-11),Sunday,1121,240.1,59.37460499215561,17.739811585905375,False,7,12.935316358148771,77.6141911567134
72,No Junction,Malleshwaram,09:00-12:00,A Morning (06-11),Sunday,830,233.1,59.6831758258917,17.826471659813667,False,1,13.00655221253012,77.57118694554217
73,No Junction,Mahadevapura,10:00-13:00,A Morning (06-11),Sunday,550,226.79999999999998,59.88765047475296,17.910789569562276,False,1,12.99532916998239,77.69618995874296
74,No Junction,Byatarayanapura,10:00-13:00,A Morning (06-11),Wednesday,515,226.79999999999998,60.07911310050487,17.995107479310885,False,1,12.960960980855956,77.52769432124029
75,BTP028 - Vijayanagar Bus Stand Junction,Vijayanagara,09:00-12:00,A Morning (06-11),Thursday,714,225.39999999999998,60.34455837193566,18.07890490813512,False,4,12.972642252601764,77.53821386316415
76,No Junction,Chikkajala,03:00-06:00,E Late-night (00-06),Saturday,580,225.39999999999998,60.56018618346209,18.162702336959356,False,1,13.187039042758622,77.68055669086206
77,BTP074 - Leprosy Hospital Junction,Magadi Road,09:00-12:00,A Morning (06-11),Saturday,894,225.39999999999998,60.89255043088385,18.24649976578359,False,4,12.976255097938207,77.56320052449902
78,No Junction,Mahadevapura,06:00-09:00,A Morning (06-11),Tuesday,954,218.39999999999998,61.24722100363593,18.32769478998595,False,1,13.00020515660263,77.67686761745446
79,No Junction,Bellandur,02:00-05:00,E Late-night (00-06),Wednesday,496,217.7,61.4316199596999,18.408629573726127,False,1,12.92715048877515,77.67944913525307
80,No Junction,HAL Old Airport,03:00-06:00,E Late-night (00-06),Wednesday,462,214.2,61.60337866474337,18.488263155155366,False,1,12.936267958826557,77.69224919739787
81,No Junction,Magadi Road,03:00-06:00,E Late-night (00-06),Monday,765,212.79999999999998,61.88778431270494,18.567376255660236,False,1,12.975741040669352,77.55898727110986
82,No Junction,Pulikeshinagar(F.Town),11:00-14:00,B Midday (11-16),Tuesday,519,203.7,62.0807340268122,18.64310623015667,False,2,13.00003176976577,77.61108744893404
83,No Junction,Pulikeshinagar(F.Town),12:00-15:00,B Midday (11-16),Friday,482,201.6,62.25992817363244,18.71805548326654,False,1,12.99582023900415,77.61349378526971
84,No Junction,Electronic City,12:00-15:00,B Midday (11-16),Sunday,440,198.79999999999998,62.42350789272144,18.791963774527666,False,1,12.841774449545454,77.64502461795455
85,BTP130 - GD Mara Junction,Mico Layout,09:00-12:00,A Morning (06-11),Sunday,590,196.7,62.64285342513626,18.86509134440223,False,3,12.907920340884472,77.60104361091311
86,No Junction,Kodigehalli,01:00-04:00,E Late-night (00-06),Thursday,663,193.2,62.88933832003628,18.936917711965854,False,1,13.047416988838611,77.57588528401207
87,No Junction,Hulimavu,01:00-04:00,E Late-night (00-06),Thursday,331,189.7,63.01239488144188,19.00744287721855,False,1,12.893222992760933,77.63705257202417
88,No Junction,K.R. Pura,23:00-02:00,D Night (20-24),Tuesday,390,186.89999999999998,63.157385996088955,19.076927080622493,False,1,13.008241914102564,77.69371756051282
89,No Junction,HSR Layout,11:00-14:00,B Midday (11-16),Saturday,383,183.39999999999998,63.299774706114164,19.145110081715504,False,1,12.906554288250652,77.62962364308095
90,No Junction,K.R. Pura,10:00-13:00,A Morning (06-11),Tuesday,680,182.0,63.55257972652445,19.212772601884144,False,1,13.005388284529984,77.68523384827888
91,No Junction,Sheshadripuram,08:00-11:00,A Morning (06-11),Friday,449,174.29999999999998,63.71950539441301,19.27757247696872,False,1,12.996276687305125,77.56317968440979
92,"BTP101 - Blood Bank Circle, KH Road",Ashok Nagar,03:00-06:00,E Late-night (00-06),Tuesday,283,172.89999999999998,63.824716895554346,19.341851871128927,False,1,12.96208693180212,77.59631176819788
93,No Junction,HAL Old Airport,08:00-11:00,A Morning (06-11),Friday,610,172.89999999999998,64.05149786974593,19.40613126528913,False,2,12.95778658393617,77.7009838225456
94,"BTP189 - New Diagonal Road, Jayanagar",Jayanagara,08:00-11:00,A Morning (06-11),Wednesday,639,172.89999999999998,64.28906023451383,19.470410659449332,False,3,12.928012421673566,77.5807065473273
95,"BTP206 - Shankara Mutt Circle, Vijayanagar",Vijayanagara,09:00-12:00,A Morning (06-11),Tuesday,673,172.89999999999998,64.53926285030225,19.534690053609538,False,3,12.998886637166033,77.54152161948794
96,No Junction,Chikkajala,03:00-06:00,E Late-night (00-06),Friday,638,172.2,64.77645344298132,19.598709207307554,False,1,13.185771292946708,77.67990098056426
97,No Junction,Hebbala,03:00-06:00,E Late-night (00-06),Friday,675,170.79999999999998,65.02739960294741,19.662207880081198,False,2,13.035876500724214,77.58899200955612
98,BTP054 - Shivananda Circle,High ground,07:00-10:00,A Morning (06-11),Sunday,508,170.1,65.21625982407745,19.725446312392652,False,4,12.986572743035678,77.57896684014746
99,No Junction,Chikkajala,01:00-04:00,E Late-night (00-06),Monday,839,169.39999999999998,65.52817660661309,19.788424504241924,False,2,13.190918509812764,77.64588883734443
100,No Junction,Halasur,03:00-06:00,E Late-night (00-06),Saturday,410,167.29999999999998,65.68060316303693,19.850621974704634,False,1,12.973802704878048,77.61450682512195
101,BTP017 - Attiguppe Circle,Byatarayanapura,10:00-13:00,A Morning (06-11),Wednesday,447,167.29999999999998,65.84678528674782,19.91281944516734,False,1,12.960697307829976,77.52883860447427
102,No Junction,HSR Layout,11:00-14:00,B Midday (11-16),Tuesday,310,165.89999999999998,65.96203463428779,19.974496434705674,False,1,12.90657643451613,77.63125540096775
103,No Junction,Mahadevapura,00:00-03:00,E Late-night (00-06),Thursday,423,163.1,66.11929422786656,20.035132462395257,False,1,13.00038494365317,77.67773592810983
104,BTP192 - Urvashi Theater,Wilson Garden,02:00-05:00,E Late-night (00-06),Saturday,620,161.0,66.34979292294652,20.09498776869828,False,3,12.956743285290395,77.58603027982527
105,"BTP226 - 33rd Cross, 11th Main, Jayanagar",Jayanagara,08:00-11:00,A Morning (06-11),Sunday,405,156.79999999999998,66.50036061892617,20.153281632228186,False,4,12.925982153609176,77.58554164488632
106,No Junction,Banaswadi,12:00-15:00,B Midday (11-16),Thursday,446,155.39999999999998,66.66617097054821,20.211055014833715,False,2,12.993809680999846,77.66289478221792
107,No Junction,Ashok Nagar,02:00-05:00,E Late-night (00-06),Friday,456,154.0,66.83569904305864,20.268307916514868,False,1,12.970064596625043,77.60667934394222
108,No Junction,Malleshwaram,09:00-12:00,A Morning (06-11),Thursday,469,154.0,67.01006015272397,20.32556081819602,False,1,13.01283831599147,77.55454954392324
109,No Junction,Malleshwaram,08:00-11:00,A Morning (06-11),Monday,471,154.0,67.18516480656697,20.382813719877173,False,1,13.009035794479828,77.55431193566879
110,No Junction,HSR Layout,10:00-13:00,A Morning (06-11),Tuesday,394,153.29999999999998,67.3316430095694,20.439806381096144,False,1,12.912058584771572,77.63812912258882
111,No Junction,Malleshwaram,05:00-08:00,E Late-night (00-06),Friday,401,152.6,67.48072361719372,20.49653880185292,False,1,12.995723586034911,77.57145898354115
112,No Junction,Malleshwaram,08:00-11:00,A Morning (06-11),Thursday,446,151.2,67.64653396881576,20.552750741685326,False,1,12.99446188295964,77.57147495852018
113,BTP100 - Richmond Circle,Ashok Nagar,03:00-06:00,E Late-night (00-06),Thursday,278,149.79999999999998,67.7498866095129,20.60844220059336,False,2,12.962543451321139,77.59832192906504
114,No Junction,Malleshwaram,06:00-09:00,A Morning (06-11),Tuesday,737,149.79999999999998,68.023882638987,20.66413365950139,False,1,13.005523827272729,77.56891973989146
115,BTP096 - Gali Anjaneya Temple,Byatarayanapura,01:00-04:00,E Late-night (00-06),Sunday,686,147.7,68.27891829193031,20.719044397022856,False,3,12.95244372770182,77.54111114971124
116,No Junction,HAL Old Airport,06:00-09:00,A Morning (06-11),Wednesday,346,147.7,68.40755143466849,20.773955134544327,False,1,12.930755551007463,77.68540484987051
117,No Junction,Jnanabharathi,11:00-14:00,B Midday (11-16),Sunday,302,147.0,68.51982660549777,20.828605631603608,False,1,12.96094053410596,77.5119343062914
118,No Junction,Adugodi,01:00-04:00,E Late-night (00-06),Saturday,362,144.89999999999998,68.65440810165737,20.88247540727633,False,2,12.933028998430206,77.63114671610644
119,No Junction,Shivajinagar,09:00-12:00,A Morning (06-11),Sunday,337,144.2,68.77969529559599,20.936084942486865,False,1,12.982273022551928,77.61263507002967
120,BTP067 - Jai Muni Rao Circle,Magadi Road,09:00-12:00,A Morning (06-11),Sunday,414,143.5,68.9336089403752,20.989434237235212,False,3,12.978517709547594,77.54269971614785
121,No Junction,Banaswadi,06:00-09:00,A Morning (06-11),Thursday,457,142.79999999999998,69.10350878497445,21.042523291521373,False,1,13.000753646795374,77.67694401933946
122,No Junction,Mahadevapura,09:00-12:00,A Morning (06-11),Sunday,344,142.10000000000002,69.23139838353495,21.09535210534535,False,1,12.995845892066724,77.6947477496817
123,"BTP115 - Sahasra Hospital, Jayanagar",Banashankari,02:00-05:00,E Late-night (00-06),Saturday,456,141.39999999999998,69.40092645604538,21.147920678707134,False,3,12.91712187241002,77.57365892584242
124,No Junction,HSR Layout,12:00-15:00,B Midday (11-16),Sunday,318,140.0,69.51914998029608,21.199968771144544,False,1,12.912425931114392,77.63373625104232
125,"BTP024 - NPS, Vijayanagar",Magadi Road,02:00-05:00,E Late-night (00-06),Saturday,579,138.6,69.73440601973367,21.251496382657585,False,8,12.982917559911794,77.54889612967794
126,BTP215 - Vanivillas Junction,Basavanagudi,10:00-13:00,A Morning (06-11),Sunday,452,136.5,69.90244700388874,21.30224327278406,False,2,12.945699891473401,77.57085266613385
127,BTP041 - Gopal Gowda Circle,Cubbon Park,00:00-03:00,E Late-night (00-06),Monday,355,136.5,70.03442609542645,21.352990162910537,False,3,12.97745257778872,77.59048580820367
128,No Junction,Pulikeshinagar(F.Town),02:00-05:00,E Late-night (00-06),Tuesday,214,135.79999999999998,70.11398532243793,21.403476812574826,False,1,12.994504860747664,77.61026580560748
129,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,08:00-11:00,A Morning (06-11),Sunday,603,134.39999999999998,70.33816389200764,21.453442981314744,False,7,12.963921436618334,77.64194881263049
130,No Junction,HAL Old Airport,02:00-05:00,E Late-night (00-06),Monday,530,133.7,70.53520309909214,21.503148909592472,False,2,12.956991531826512,77.70108305540373
131,No Junction,Sadashivanagar,10:00-13:00,A Morning (06-11),Wednesday,357,132.29999999999998,70.66792573480754,21.552334356945828,False,1,13.02809684397759,77.57312510336135
132,No Junction,Malleshwaram,10:00-13:00,A Morning (06-11),Sunday,319,130.20000000000002,70.78652103114706,21.600739082912618,False,1,13.001107812225705,77.57133181567397
133,"BTP210 - 50th cross, 12th Main , Rajajinagar",Rajajinagar,03:00-06:00,E Late-night (00-06),Sunday,456,127.39999999999999,70.95604910365749,21.648102847030664,False,5,12.987059181883733,77.55467768328609
134,No Junction,Bellandur,03:00-06:00,E Late-night (00-06),Wednesday,554,125.99999999999999,71.16201084087412,21.694946130224334,False,1,12.926024403724035,77.67657156783949
135,BTP068 - Veeresh Theatre Junction,Vijayanagara,09:00-12:00,A Morning (06-11),Sunday,412,123.89999999999999,71.31518094147565,21.741008692031446,False,2,12.977326602537502,77.5453454531658
136,"BTP163 - 16th Main Road, BTM Layout",Mico Layout,10:00-13:00,A Morning (06-11),Saturday,292,123.19999999999999,71.42373839141652,21.78681101337637,False,3,12.915899731610628,77.60891467074198
137,No Junction,Malleshwaram,06:00-09:00,A Morning (06-11),Sunday,319,123.19999999999999,71.54233368775606,21.83261333472129,False,1,12.99966614890282,77.56933818275863
138,No Junction,Halasur,03:00-06:00,E Late-night (00-06),Thursday,344,123.19999999999999,71.67022328631656,21.87841565606621,False,1,12.971421884302329,77.61823785552325
139,No Junction,Jeevanbheemanagar,08:00-11:00,A Morning (06-11),Thursday,483,121.8,71.84978920522563,21.92369749648676,False,2,12.960037619171711,77.64914506951206
140,No Junction,Halasur,03:00-06:00,E Late-night (00-06),Thursday,291,121.8,71.95797488307768,21.96897933690731,False,1,12.97325747113402,77.61577334707903
141,No Junction,Pulikeshinagar(F.Town),11:00-14:00,B Midday (11-16),Saturday,266,121.1,72.05686625870877,22.01400093686567,False,1,12.995457281578949,77.61407265639097
142,"BTP186 - 9th Cross, 4th Main, Jayanagar",Basavanagudi,03:00-06:00,E Late-night (00-06),Monday,488,120.39999999999999,72.23829103806203,22.058762296361845,False,3,12.938795175254022,77.58132635534947
143,BTP167 - JC Road Junction,City Market,06:00-09:00,A Morning (06-11),Sunday,361,119.69999999999999,72.37250076213279,22.103263415395833,False,5,12.958407607375957,77.58070709450844
144,No Junction,Kodigehalli,10:00-13:00,A Morning (06-11),Monday,294,118.99999999999999,72.48180175625136,22.147504293967632,False,1,13.071061997619047,77.58742399353741
145,No Junction,HSR Layout,02:00-05:00,E Late-night (00-06),Friday,294,116.89999999999999,72.59110275036991,22.190964451152873,False,1,12.89205215416521,77.63803359320296
146,No Junction,HAL Old Airport,02:00-05:00,E Late-night (00-06),Saturday,329,116.89999999999999,72.71341576759784,22.234424608338113,False,1,12.95139156086047,77.69988819686169
147,"BTP123 - 10th Cross, Wilson Garden",Wilson Garden,08:00-11:00,A Morning (06-11),Saturday,451,116.89999999999999,72.88108497966407,22.27788476552335,False,4,12.946030813469601,77.59631432767218
148,BTP136 - Hosur-Tavarkere Road Junction,Mico Layout,01:00-04:00,E Late-night (00-06),Thursday,297,114.8,72.99150129004914,22.32056420132203,False,4,12.934586729985948,77.6081806828936
149,"BTP188 - 27th Cross, 4th Main, Jayanagar",Jayanagara,08:00-11:00,A Morning (06-11),Tuesday,264,113.39999999999999,73.08964912150256,22.362723156196335,False,2,12.929557986779564,77.58064064559701
150,No Junction,Banashankari,02:00-05:00,E Late-night (00-06),Thursday,173,113.39999999999999,73.15396569287165,22.40488211107064,False,1,12.934959572254334,77.53657115260116
151,No Junction,Mico Layout,01:00-04:00,E Late-night (00-06),Saturday,261,113.39999999999999,73.25099820805853,22.447041065944944,False,1,12.930880037931034,77.60645610574713
152,No Junction,Malleshwaram,06:00-09:00,A Morning (06-11),Monday,383,112.69999999999999,73.39338691808373,22.488939780357057,False,1,12.998709516449086,77.5693359767624
153,No Junction,Jeevanbheemanagar,06:00-09:00,A Morning (06-11),Friday,293,111.3,73.50231614011346,22.530318013844802,False,1,12.96925100682594,77.6413706552901
154,BTP219 - Canara Bank Junction,Jayanagara,09:00-12:00,A Morning (06-11),Sunday,303,111.3,73.61496308303158,22.571696247332547,False,2,12.931322861410472,77.58491723896546
155,BTP137 - Madiwala Traffic PS Junction,Madiwala,00:00-03:00,E Late-night (00-06),Tuesday,389,107.1,73.75958242558983,22.611513038047168,False,3,12.922444830101236,77.62073844887102
156,No Junction,High ground,03:00-06:00,E Late-night (00-06),Saturday,167,106.39999999999999,73.82166836442588,22.6510695882996,False,1,12.991951246706588,77.58997303113772
157,No Junction,HSR Layout,10:00-13:00,A Morning (06-11),Saturday,367,105.69999999999999,73.95810872102966,22.690365898089844,False,1,12.911255741961853,77.63807733269755
158,BTP076 - Hudson Circle,Halasuru Gate,02:00-05:00,E Late-night (00-06),Thursday,388,105.69999999999999,74.10235629149906,22.729662207880093,False,1,12.96793719270122,77.58856013450111
